hard_text,profession,gender
He has toured and performed across The U.S. as well as Europe. From numerous mixtape appearances and music on movie soundtracks Masta Of Ceremoniez has made a name for himself in the Southwest hip hop scene. Masta Of Ceremoniez earlier this year released The album “Crash Course” with partner Pro The Leader as the group The Shield Enforcers on Thrice Great Records. Masta Of Ceremoniez is keeping lyricism alive and continues hitting stages letting his talent be known!,23,0
"His passion for music, shown at a very young age, has lead him to pursue his dreams and ambition through rap music. His latest song “Riddim,” in fact shows his true potential and natural inclination towards this sound, featuring a blend of rap, hip-hop and trap with a sweet underlying melody and luscious harmonies. This debut single also tackles the controversial love story between a single guy and a married woman.",23,0
"Louis, MO, with a socially conscious, thought-provoking style in stark contrast to better-known St. Louis rappers Nelly and the St. Lunatics. Born Shedrick Remon Kelley on August 9, 1980, he made his recording debut in 2004 with the self-released album 1080. A few years later, in affiliation with F5 Records, he released his second album, Cipher Inside(2007), which found a larger, broader audience than his debut. He’s been a local force in Hip-Hop ever since.",23,0
"Coming from a single mother and a bigger brother nothing came easy. His sound is very much informed by the gritty drill music scene within the city, and Vince's style resembles the precise, nimble raps of Lil herb and Lil bibby more than a more freeform artists like Chief Keef. His execution is impressive, making him a promising new artist out of an exciting scene.",23,0
"With his new single and music video called “Paradice,” is seems like this hip hopper is looking to bring back some of the great sounds of the past and modernize them for the new generation.",23,0
"Ever since learning about the One Take Contest it has always been his dream to take first place. Now that he has the talent, the fans to back him up, and the friends needed to make a dope video. He knows it's the year of the Prophet.",23,0
"He's already made the right connections-- he's featured on Snow Tha Product's new record, ""Get Down Low,"" and he's collabed with fellow Chi-towner Alex Wiley on ""Bounce.""",23,0
"The first single of the album was Keš Pičke, soon followed by Jst Sm Umrl. During his career, he collaborated with Pasji Kartel, Ali En, Trkaj... He released 3 albums till 2017.",23,0
He stated rapping at the age of 8. His real name is Curt Freeman and he is the Co-CEO of his brother Black’s Duct Tape Entertainment imprint. Alley Boy has spent two and a half years in prison.,23,0
"Following his parents separation at an early age, Gilbere headed to Chicago with his mother for several years before landing back in Flint for a short stint with his father. In 1999, Gilbere found a home in Philadelphia, where he remains today with his brother, DeNiro.",23,0
"He began rapping at school at the age of 12. As his skill got better he was picked up by TMT Productions, a local television channel/recording studio/label, who just kinda put him on the backburner. Once the deal was u...",23,0
"He is all about big business. “While all yall riding that iPhone 6…The BIG boys are doing BIG business with these BlackBerry Passports,” he wrote on Instagram.",23,0
"He recorded for Bobby Robinson's Enjoy Records and Peter Brown's Sounds Of New York, USA imprint. He sometimes performed and recorded as part of Spoonie Gee & Treacherous Three. There is some controversy over the spelling of his nickname. In ""Spoonin' Rap"" he is heard spelling his own name as S to the p-double o-n-y. In interviews he says his nickname is correctly spelled with a 'Y', but he later spelled it with an 'IE'.",23,0
"His pop-rap style has been compared to Macklemore's, Childish Gambino's and Twenty One Pilot's as well as Ed Sheeran's. Since releasing his freshman project ""Golden Boy - EP"" in 2014 he has been played on BBC Radio's Introducing programme following acclaim for his first single ""One Day"".",23,0
The serious topics covered in his tracks as well as his husky voice bring to mind J. Cole. He’ll be opening for Husalah in Oakland this Saturday! Check him out here:,23,0
"Today, Fuse is exclusively premiering his new video for his latest single, ""Special Vibe."" Lauper, who is Cyndi Lauper's son, wants to break away from the famous child stigma and do things his own way.",23,0
"Emmanuel was apart of a group titled ""Hoodlum Hooligans"" witch decided to part ways in 2013. Emmanuel started doing solo shows and ciphers. Now known for his, against the grain, lyrical, witty, metamorphic flow and catchy hooks Emmanuel is geared up in 2015 to release ""first Entity"" (mixtape) and ""Genesis"" (album).",23,0
He has also gone by the names L-Burna and The #1 Assassin. He is the younger brother of fellow group member Flesh-N-Bone & cousin of group member Wish Bone. He is also a member of the rap group Bone Brothers and CEO of the record label Harmony Howse Entertainment.,23,0
"Starting his rap career at the early age 12, Philly Chase was quickly noticed for his versatile cadences and innovative lyricism. Writing and rapping in the streets at age 12 has allowed Chase to develop his craft and passion in a way that emphasized his natural charisma, originality, and versatility. Chase is heralded for his ability to recite hundreds of rhymes without pen or pad and record multiple songs in less than an hour. Following in the footsteps of Hip Hop’s greats such as Biggie, Pac, Em, Jay Z, Kanye, Lil Wayne, and Drake; Philly Chase knows his purpose in life is to join his predecessors as one of Hip Hop’s greatest influencers.",23,0
"Originally from Port au Prince, Haiti, his biological family was murdered. Adopted in America, he grew up in Indianapolis, Indiana where he shone as a child modeling for clothing catalogs. He was always on TV introducing cartoons on local TV channels. Both art and music lovers, his adoptive parents divorced because of mental and physical abuse. This led to Cloudy being in and out of juvenile detention centers, group homes, therapeutic care centers, military themed boot camps, and psychiatric offices due to his violent outbursts and erratic behavior. It also taught him how to hustle on the streets.",23,0
"As he releases Poetic Ruckus, his newest project, he is touring with Method Man, Redman, and Treach. The new project boasts a collection of tracks, with a handful of guest appearances.",23,0
"He is a permanent member of Team Jorge as well as one of the three founding members of the Alliance of the Jorge. He is also known for being one of the oldest members of this community, even predating Jorge.",23,0
"His buzz has increased throughout the years, and he has collaborated with and has the respect of some of the biggest figures in Hip-Hop. He’s also well known for his numerous sponsorships and his entrepreneurial ventures, such as his own line of water and his digital distribution label #nicethingsMUSIC. Oh yeah, he’s the Music Ambassador of Philadelphia as well.",23,0
"Enlisting frequent Smoke DZA collaborator 183rd for production, he releases a new song called ""Cartel."" Over the simple yet crisp piano and drum loops, Rickie gets aggressive. The song showcases his witty punchlines and butery smooth flow.",23,0
"He's been living in a small, crappy, apartment, while recording his music in a messy, tiny, closet. When he becomes tired of waiting for a break he plans a massive publicity stunt, running for mayor in his hometown in California. His plan, however, takes a turn for the worse, when he actually ends up winning the election. With the help from his mother, portrayed by Community's Yvette Nicole Brown, and his chief of staff Valentina Barella, portrayed by Glee's Lea Michele, Courtney now has to grow up to be able to make a difference in the struggling city he loves.",23,0
"Passionate about music since age 14, Higgins enjoys listening to every genre, combining those musical influences with personal experiences to draw inspiration for compositions as EddieDition. Over the years Higgins has performed with other local artists such as Jaze, C-Silence and Beyondbliss. Shortly before Homegrown 2017, Higgins became a parent. This year’s Homegrown marks his return to the stage after music-scene family leave.",23,0
"There he found a new world in the creative local music scene and the Savannah arts culture. He began working and recording his unique sound and although traveled extensively on tours, he has continued to perform and headquarter in Savannah. (Friday at 9:30)",23,0
"From trap to experimental, Kuro’s work defies normative currents of Hip-Hop’s soundscape with his work ethic and forays into Hip-Hop’s many sub-genres.",23,0
"His style consists of poignant, thought-provoking lyrics that don't necessarily rhyme. Together, Chank and his producer Mr. Green keep hip-hop's boom-bap style alive.Read 1,000 times::Click here to read moreVideo: Dorrough - That Water (@DORROUGHMusic)Posted by Steve Juon at Sunday, January 6th, 2013 at 10:00AM :: Email this article :: Print this article",23,0
"He raps about things like technology, politics, and feminism; he has guest lectured at universities on the issue of gender roles in hip hop music. He also has a livejournal: j_dangerously",23,0
"A serious Leeds fan, the 28-year-old has produced this excellent ode to Gary Speed which also dissects some of the club's highs and lows from the last 20 years, including the arrival of centre-half Lucas Radebe, the financial meltdown and the infamous Lee Bowyer and Jonathan Woodgate race attack trial.",23,0
"Fitted with true New York grit and cut with ghoulish themes of horror and rawness, his style is hard to compare. New to the scene, his debut EP SOMETIMES THEY COME BACK dropped June 2015 and was quick to leave it’s mark, catching the attention of various blogs and listeners. CHEM HI's second EP DEMONS AT THE DOOR dropped fueled by the hit single “Gravedigger”, the record sparked nods from several underground radio stations and underground legends like Violent J (ICP). He is currently working on his next release titled Issue #1:Mint Condition. out soon.",23,0
"The 27-year-old was born in Saginaw, Michigan and grew up in one of the meccas of Hip-Hop, Atlanta, Georgia. As a child Digital always loved music. He began rapping while in school and was inspired to produce by his cousin after not being able to find beats to his liking. Sonny looked to Drumma Boy and Shawty Redd as inspiration; two well known Hip-Hop producers. At the age of 16, Digital joined a rap group strictly as a producer. Over the years he began producing mixtapes for local rappers; working towards his big break.",23,0
He has been labeled a “rebel” by Algerian authorities for his music being to “expressive”. His first album was Kamikaze released back in 1997 and he now has six albums out. He has a huge youth following in Algeria and his motto for his lyrics is “It speaks only what eyes see.”,23,0
"Parisian electronic duo Møme lace Saf with a heavily filtered sample, giving some string and vocal sounds a colorful reinvention. It serves as a great sonic palette to introduce himself over.",23,0
"He was born in Jamaica, Queens, New York onMay31st, 1986 and moved to Riverdale, Georgia at the age of nine. As a youth, Waka Flocka Flame says he looked up to drugdealers and basketball players. He is the son of Debra Antney, who is Gucci Mane's manager. Waka Flocka Flame's name wasgiven to him by Gucci Mane. Waka is taken from his first name, Juaquin; Flaco is spanish for skinny; and Flame is taken from'fire', a hip-hop term for good music. Waka Flocka Flame has described himself as a mixture of Eazy-E, Lil Jon, and Gucci Mane.His debut album, Flockavelli, was released in 2010.",23,0
"Lucia in the Caribbean Sea. He is currently attending college at St. Maryâ€™s University in Canada, and according to his Facebook page, he started writing poetry at the age of 12. Huh. â€œBe A Starâ€ is one of the two songs he has released so far in 2011. The track isÂ produced by Canadian producer Classified and on it, Kayo s...",23,0
"Nyjah Huston is a skateboarder who happens to like lions. They're not related, but Nyjah might find appreciation in the lion-ness of Prince Metropolis Known. Just pointing that out.",23,0
"Music is a radical act for a woman in her culture, but Sorouri refuses to back down, rapping in Dari about the savage injustices women too often face. She and her collaborator, Diverse, now live in Berlin and make music as the 143Band.",23,1
"Born and bred in Port Harcourt, Rivers State, as Princess Esindu, she started rapping for church at the tender age of ten with her older brother, now popular...",23,1
"She composed her first rhymes in 1993 when she was 14 years old, and has been part of the French rap scene since 1995 when she joined the group DA System (with Mysta, Abuz, Tepa and Stor K.). Along with Tepa, she founded the group Les Spécialistes in 1997. Between 1995 and 1999 she participated in over 50 mixtapes and… read more",23,1
"She currently has five solo albums, features on compliation albums, along with many other collaborations! Keep up with Katie on her official website KatieTropp.net!",23,1
Other artists who form part of Legacy Empire are Fucci and Kikky Badass. Blaq Diva Quin is 19 years old and is a dancer with the dance group WhinQuins. She has so far released two singles Crown Yangu and Pusha Ngosolo.,23,1
"Her work is a composite of all of these women—a Rubik’s cube of different flows and deliveries packed into one woman, standing at just five-feet tall. Like many young rappers in New York, she spends lots of time on the subway, moving between the boroughs in these humid metal machines. Her latest, makes a day dealing with the NYC transit system look a lot more fun than it actually is. In the video for “4AM,” she and her crew take over Union Square station, the L train blazing past her.",23,1
"She is the viral, trending youtube sensation with unique singing skills. She got huge popularity with her song ‘Swag wali Topi’ which got millions of views on YouTube. Later, she came into limelight with another track ‘Daaru’ in January 2017. This song also became an instant hit. After that this girl came back with another song “Selfie Maine Leli Aaj”. This song was viral for many days and now currently she’ll be seen in Bigg Boss 11 house as the newest wild card entry.",23,1
"She holds a degree in Educational Management and Policy from Nnamdi Azikiwe University and lists Nas, Lauryn Hill, Queen Latifah, DMX, and Eminem as some of the artists that have influenced her musically. QM is an OAP with Rhythm FM Awka where she anchors 3 different shows.",23,1
"Born in New York City’s Harlem neighborhood in 1991, Banks escaped a difficult childhood by pursuing her love of musical theater. She dropped out of high school and sought a recording career. After several stops and starts, she self-released her debut single, ‘212,’ in 2011. Early the next year, she announced that her debut studio album would be titled ‘Broke With Expensive Taste.’ The album, which finally dropped in late 2014, included the singles ‘Yung Rapunxel’ and ‘ATM Jam,’ featuring Pharrell. The outspoken and brash Banks continues to make headlines for her public beefs with several other celebrities, most notably Iggy Azalea and Lady Gaga.",23,1
"She achieved such status via solid SEO practices, offering her music for free under a Creative Commons license and taking advantage of such platforms for giving away music as FrostWire and Jamendo. She is appearing at midem this weekend with Jamendo's sponsorship.",23,1
"With some select teaser tracks available through Myspace and the hype machine, Jane has built an uncanny following over the Internet practically overnight. She made her first entrance with the song ""Untame"", which depicts her racy beats with playful, biting dialogue -- which was accompanied with the music video. Staying true to her Brooklyn roots with old school rhyming techniques, she infuses beats from European influenced Electro. Progressing from ""Untame,"" Jane has finally released her first official single, with an entire album due to be released before years end. ""Crunk It"" features official remix covers by Dirty Disco Youth, Tom Deluxx and Symone. Jane embodies a femme take on edgy street style and is managed by 5 time Grammy winner Carlisle Young.Labels: Videos",23,1
"She released her first solo EP this year called On Fire on Death Drum Rebel recordings, and now artists are taking an interest not only in featuring her but also in remixing her.",23,1
"She has just released a new track which is getting some airtime on Triple J Unearthed called ‘Coma State’. Combining her vocal talent with a rougher rapping style, this one flows lyrically with ease. triple j Unearthed Embedded Player With a singing style",23,1
"Her style of dressing—solid colors, no visible labels, a lot of black—makes her stand out in a genre filled with flashy designer label-clad artists. Her style of rapping—deadpan wit, endearing confidence, and clever wordplay—sets her apart from artists chasing hits or gimmicky internet fame. Kari stays in her lane, producing her own music with the help of her friend and close collaborator Malik Flint, or BLACK PARTY.",23,1
"She is a hip hop artist and is known for her loving voice. She is also a YouTube artist and runs her own YouTube channel. Talented and industrious, Baby Kaely was born in the early 2005 in Newark, New Jersey, United States of America. She was also raised in Florida. She was raised their along with her three brothers named Justice, Jordan, and Jaden.",23,1
Having recently come out as transgender and pursuing a life as women she speaks about her experiences and what she has learned over the years about self love and acceptance.,23,1
"She is best known for her Queen's Speech series of freestyles, all of which went viral in 2015. Her standout single, Queen's Speech 4, was called ""brilliant"" and ""2015's crowning freestyle"" by Spin and got airplay in the UK and attention worldwide. Born Melesha O'Garro in 1988 to parents from the Caribbean Isle of St. Kitts, her first foray was into poetry and writing at age six and releasing her first mixtape at age fourteen. Read more on Last.fm",23,1
"Her music ranges from sweet Auto-Tuned ballads to metal-inspired anthems to gritty trap bangers. Rico Nasty stands for herself and for all the real women who may not get celebrated in hip-hop. Since arriving in 2014, Rico has been on a steady rise, stacking up tens of millions of views for her inventive music videos, signing with Atlantic, and releasing a major-label debut that stole critics’ hearts. She’s covered major magazines and toured the country, all while putting out fresh singles and firing off hilarious and relatable tweets. Rico Nasty’s music is as boundless as her personality, and with the music industry in her corner, all Rico has to do to continue succeeding is everything she’s been doing. Bitch.",23,1
"It seems every year she’s putting out new songs and albums on the fly. She’s been a proponent of Bay Area rap culture for nearly a decade and doesn’t show any signs of stopping. And with her White Girl Mob days behind her, she now has a new career to add to her resume: cannabis brand owner.",23,1
"In a post-election climate that makes almost every creative move a political one, Yung Assata’s forthcoming debut LP is in the process of taking on an inevitable activist edge. Inspired by her own experiences as a young, queer African American female, Yung Assata is writing anthems for her muse, her family, her friends and her community.",23,1
"She is most known for the second season of VH1’s Love and Hip Hop 2. Moreover, she is popular for her role on Kourtney and Khloe Take Miami: Season 2.",23,1
"Do Da Dash is amazing visually based on the eccentric look of Bali as well as the awesome music visual editing. Bali Baby is definitely unique, both with her fashion style and her music.",23,1
"Maya was born in La Paz, Mexico. She is of mixed Mexican and Turkish origin. Her family moved to Melbourne, Victoria when she was one year old, they then relocated to Sydney, New South Wales when she was four. She grew up in Busby, a suburb in South-Western Sydney. In 2003 she released her first album entitled Today, on Mother Tongues, the first label in the world dedicated to developing women in hip-hop music. Read more about Maya Jupiter on Last.fm.",23,1
"She's has garnered multiple award nominations, an appearance on National Radio Show Sway In the Morning (SIRIUS XM) and a placement on Spike Lee's She's Gotta Have it show for Netflix. All, since the release of her debut album called Shofar. Serious Voice is currently working on a follow up to her debut album called Shofar 1.5: The Bar Exam.",23,1
"As a matter of fact, she is one of the very few female rappers in the country and is open to diverse styles. Nicki Ziee G got her influence from artists like Missy Elliot, Georgie and Lauryn Hill, which gave her the art of sensing the heartbeat of the crowd. Now that she has found the sound of her music, she is set to release her album by the end of this year. In fact, Nicki has collaborated with some leading artists in the Indian hip-hop circuit.",23,1
"Based in Philadelphia, PA, Ivy combines boom bap, R&B, electronic music, jazz, and indie rock to create a brand of hip hop that's all her own. The artist behind EDEN, EAST, & WEST. OVERGROWN is up next.",23,1
"She first got her break in 1989 as a member of the legendary political rap group X-Clan under the alias of Isis at the age of 20, and she went on to release a few singles and one album as Isis, 1990's ""Rebel Soul"", before departing from X-Clan in 1992 and thus retiring the Isis alias. Instead, Que would go on to release a few singles under her real name, although she would resurrect the Isis alias once more in 1996 when she became a member of the all-female rap supergroup Deadly Venoms. After recording a few singles and one album with the group, 1998's ""Antidote"", she would then depart from the group in 1999 after numerous disputes with the other members of Deadly Venoms.",23,1
"The lady has solidified her reputation as a recording rapping artist with a sheer talent, on releasing her breakthrough mixtape “Brazy Bali vs Bubbles Bali.” The musician ran her own show called “Gangin’ with Gang” where she spotlighted everything that happened to her in real life behind the footage.",23,1
She lived for a long time in Mexico -- so she can rap in Spanish as well as she can in German. And she's pursuing a successful musical career in both Mexico and Germany.,23,1
"She is also a graduate student of counseling psychology at UW-Madison and engages research examining the mental health of performance artists. Zhalarina has had the opportunity to travel and be awarded for her work in theatre and music, appearing on stages such as the New Amsterdam theatre on Broadway in New York and the Queen Elizabeth theatre in London. Currently, Zhalarina splits her time between the completion of her first rap album, Again, and working toward a tour of her one-person play, Rose Gold.",23,1
"Leslie is concerned that the actions of the New Believers in the city are hurting the citizens of Ludington Springs. Leslie formed a group called the Concerned Ludington Citizens to protest against the New Believers. After a passionate protest rally were Leslie spoke and performed her song “Burn Em’ Out,” the New Believers’ compound mysteriously caught fired and burned down. Leslie was observed at the scene of the fire.",23,1
"She takes pride in writing all her material, whether it be a Gritty Hip Hop song or an Honest, Vulnerable song, sung over an acoustic guitar. She's climbing her way to the top, one verse at a time.",23,1
"She made her first TV appearance on a show entitled 'Must Be The Music'(Sky1 HD) at 16yrs old and then went on to do Xfactor in 2012. With comments from Tulisa such as ""Rapping At It's Best"" she is known for her delivery, word play and double time flow.",23,1
"She is a part of Cunt Mafia — a collective of alternative kids who champion queer culture. She says that ‘[Her] music is a reflection of [her] actual life which includes the good and the bad, this fucked up society, and just living [her] life as a black trans woman.’",23,1
"This underground artist enjoys performing over bass filled Hip Hop beats but never shys away from mixing it up when she feels like it! Be prepared to get moving during her emotional rollercoaster performances, leaving more energized and connected through the love of music! #issavibe",23,1
"Despite the numerous bounce artists in town, Red together with her best friend Big Freedia are known for diversifying the scene through their identities as transgender females. 'Where Da Melph At' is the first video Katey Red released, showcasing the omnipresence of bounce music in New Orleans:",23,1
"She is best known for her period as an artist on the Hypnotize Minds roster, and made regular guest appearances on many releases by other associated acts such as Three 6 Mafia and Gangsta Boo while she was with the label. La Chat is one of the relatively few female rappers whose lyrical content has consistently revolved around hardcore gangsta rap themes.",23,1
"A Boy and A Girl in the Shadows is her first collection of stories and she plays smoothly in the semi-erotic genre, captivating readers and holding them spell bound till the finish.",23,1
"From an early age she was inspired by hip hop music. Although she wrote raps throughout her life, she didn’t become serious about rapping until moving to Los Angeles in 2010 when she started to record them.",23,1
"The Queen of Bounce, Cheeky Blakk, released her cassette EP, Gots 2 Be Cheeky before moving to Tombstone Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply..",23,1
"He has worked at companies both large and small, from small successful startups (one a credit card company processing over a billion dollars of transactions per year), to mid-size organizations like Brown University, to large companies like The New York Times. He is an expert in functional programming and concurrency. He develops web servers for rich web applications, as well as highly-concurrent applications for data and media exchange in the cloud. Tom is an alumni of The Recurse Center, known as ""the best programming community in the world"".",24,0
"In the last years he has worked for embedded product companies on distributed middleware in which Java and C is used. Alexander is initiator and committer of the Apache Celix project, a platform for distributed systems in C, with a focus on interoperability with Java (OSGi).",24,0
"He is extremely passionate about building products for different cultures and regions. He has deep experience with ICU, and most recently has been contributing to Globalize. Norbert Lindenberg, Internationalization Solutions Developer and C*O, Lindenberg Software LLC",24,0
"He is a core developer where he focuses on backend services dealing with big data and high availability issues. He holds a M.Sc. in Computer Engineering from University of Catania, Italy. Prior to Sysdig he worked as web developer and developed tools to estimate, analyze and test the performance of voice over IP.",24,0
"Before joining the tech industry 2 years ago, he completed a PhD on equine biomechanics followed by 10 years on the post-doc treadmill; dissecting human cadavers, building photogrammetrically-guided robots, testing horseshoes that had an in-built inertial navigation system, and doing motion capture in horses.",24,0
"After graduating from the University of Arkansas with a degree in biophysics, Stephen worked in the corporate information technology sector. Wanting to focus on emerging technologies, he moved to New York City and shifted gears to work with startup companies until 2014 when he founded Blue Bear Digital Inc., a full-fledged software development agency.",24,0
"His experience includes providing high availability services, scaling to thousands of transactions per second and microservices architecture at Amazon.com; and a long development background at Limelight Networks and Arizona State University.",24,0
"A Sun Certified Java Programmer with working experience in Java technologies; Struts, Spring, JSF, Hibernate, EJB, JPA and also in Android and WP8. Has the ability to quickly grasp complex systems and identify opportunities for improvements and resolution of critical issues. Interested in putting his passion for programming into developing software applications that is contributory to technology and beneficial to the larger group of people in society.",24,0
"He has worked on the AUTOSAR specifications and supported various projects in the implementation of the AUTOSAR. His work focuses on systems engineering, AUTOSAR and quality assurance in software development processes. Christian Wawersich is an iSAQB® Certified Professional for Software Architecture – Foundation Level and an intacs™ Provisional Assessor (Automotive SPICE®).",24,0
"Slava spent over five years working on Google’s internal massive-scale streaming data processing systems and has since become involved with designing and building Windmill, Google Cloud Dataflow's next-generation streaming backend, from the ground up. Slava is passionate about making massive-scale stream processing available and useful to a broader audience. When he is not working on streaming systems, Slava is out enjoying the natural beauty of the Pacific Northwest.",24,0
He leads Cloudsoft’s Cloud Foundry development efforts as the creator of the Apache Brooklyn Service Broker which is in Cloud Foundry Incubation; he is the instigator of the Apache Brooklyn client CLI; and has worked on Brooklyn supporting OASIS TOSCA blueprints. Robert has previously spoken at Cloud Foundry Summits in Santa Clara and Berlin.,24,0
"He has more than 20 years experience in system software development for z Systems, in particular in the areas of automated operations, high availability, performance and workload management. Juergen is a member of several IBM architecture teams and also Lab Advocate for a number of clients.",24,0
"Ivan has been involved in Java-web applications development (JSF, JSP, Spring, HTML, css, etc), his current projects include vert.x, AngularJS. Ivan is interested in creating simple solutions for difficult tasks. Ivan Drizhiruk",24,0
"He has been working at USCIS for the past 3+ years, and mainly focuses on building business applications for the Asylum directorate within USCIS, and the DID(it) team. Most of the applications he builds are in Ruby, but he also uses other languages like Java, TypeScript, and Groovy as well. He has a strong passion for embodying and helping his team adopt modern development practices & ideas such as DevOps, Test Driven Development, Pair Programming, and CI/CD.",24,0
Three years ago he chose to start DevMynd Software - A Modern Custom Software Agency. In that time he has grown it from 2 to 17 people and had over 50 clients.,24,0
"He has decades of experience with Linux and the Free Software community, including 9 years working with Google’s internal cluster and networking infrastructure, several years as an OpenStack developer for Rackspace, and nearly 20 years with the Debian project. He has been an upstream Kubernetes contributor since version 0.5 and is the principal author of the Kubernetes OpenStack cloud provider.",24,0
"He has a doctorate in Computer Science and was once a Web Developer at the University at Birmingham. Elliot has also worked with Open Advantage, a government-supported initiative which encourages West Midlands businesses to use and produce open source software. Recently, his first book, Ruby on Rails Enterprise Application Development: Plan, Program, Extend was published by Packt. In his spare time, he enjoys gardening, reading, listening to music, and spending time with his family.",24,0
"David became involved with computer programming in elementary school, making ASCII-art Snoopy™ calendars on the University of British Columbia's mainframe computer. This led to writing a computer dating system for his high-school's prom and a brief stint selling TRS-80 computers at Radio Shack. Leveraging this excellent foundation, he became the technical founder of Alias Research, Inc.",24,0
"He is currently lead engineer on the Google Custom Search Engine team, and has previously worked on Subscribed Links and helped develop numerous special Google search features. Nick holds a B.A. in Mathematics and Computer Science from Macalester College and a Ph.D. in Pure Mathematics from Rutgers.Nir Bar-Lev, Google",24,0
"He holds a PhD in Information and Computer Science from the University of California, Irvine, where he continues to teach at the Undergraduate, Graduate, and Extension programs. Dr. Ziv has published several articles in areas of software process, UML and use-case modeling, and architecture and design. He has provided training, mentoring and consulting to companies such as AT&T, Beckman Coulter, Experian, Logicon, Cendant, Overture, MCA Universal, PacifiCare, and the Capital Group Companies. Prior to joining eBuilt, Dr. Ziv worked at Quest Software as Development Manager and at Salient Corporation as Training Director, where he was a Rational-certified trainer in OOAD/UML and Rational Rose.",24,0
"The cats help out as they can with his newest vocation as managing editor of a small speculative shortfiction publisher, BULL SPEC, at www.bullspec.com.",24,0
"Prior to joining Curalate, Todd founded the startup Snapline, and previously was a software developer at IBM. Todd received his B.S. in Computer Science from Villanova University.",24,0
"Mark is a committer on Apache Bigtop, a committer and PPMC member on Apache Spot (incubating) and a committer and PMC member on Apache Sentry and has contributed to a number of open source projects including Apache Hadoop, Apache Hive, Apache Sqoop, and Apache Flume. He is a coauthor of Hadoop Application Architectures and also wrote a section in Programming Hive. Mark is a sought-after speaker on topics related to big data at various national and international conference. He occasionally blogs on topics related to technology.... Read More.",24,0
"While at NVIDIA, he helped develop early releases of CUDA system software and contributed to the OpenCL 1.0 Specification, an industry standard for heterogeneous computing. Jason received his master's degree in computer science from the University of California Berkeley where he published research in GPU computing, and he holds a bachelor's degree in electrical engineering from Princeton University. Prior to joining NVIDIA, he previously held positions at ATI Technologies, Apple, and Novell. When he's not writing books, Jason is typically working out, playing soccer, or shooting photos.",24,0
"Lopez is a member of the Apache Software Foundation, he speaks regularly at open source and Apache conferences, and he is the author of the Comanche configuration tool for Apache--which gives him a daily exposure to the problems new users face taking their first steps with Apache. He enjoys teaching and writing and has published popular how-tos on Apache and Linux networking that have been translated into seven languages and included in several books. See less",24,0
"He is an active member of the InfyLUG (Infosys Linux Users Group) community and works on free/open source software. His focus areas include the Linux kernel, Linux clusters, Python programming, and web technologies.",24,0
"As an employee of BCSI since 1989, he has worked as a contractor for DuPont, Sterling Diagnostic Imaging, and Agfa Corporation. His technical expertise is in distributed computing and image processing for radiographical medical devices. Previously Bernard contributed to Sams' book BEA WebLogic Platform 7.0.",24,0
"He is responsible for building and maintaining an internal Big Data Analytics platform that processes hundreds of millions of records per second, enabling engineers at Amazon to execute complex batch, real-time and machine learning workflows on thousands of nodes over petabytes of data daily.",24,0
"These days, he mostly works on web development and loves to create elegant software that is easy to read and that provides immediate and lasting value to its users. Arturo is a frequent speaker at several software development events, such as the Agile Spain Conference, Greach, Codemotion, and local user groups. He currently lives in London, United Kingdom.",24,0
"He received a Ph.D. degree in Computer Science from the Georgia Institute of Technology in 1998. Currently, he is the development lead for the Automated Problem Determination Serviceability Tool. Over the years, Brad has been actively involved in advanced technology projects in the areas of autonomic computing, Web services, grid computing, Web content transformation, and aspect-oriented programming. Close [x]",24,0
"He has worked on a number of grid storage systems in the HPC Europa 1 and 2 programs, developing management and storage solutions for numerical computing. He has also participated in the development and deployment of the infrastructure for the Irish African Partnership, 1641 Depositions, IITAC, eINIS and a number of other research projects.",24,0
"Wingspan is a Philadelphia-area software company specializing in web-based enterprise applications for regulated industries. Daniel is passionate about functional programming, clean code and software craftsmanship. He has contributed to wingspan-forms, react-cursor, JSHint and Facebook React projects.",24,0
"Martin is passionate about technology and he always keeps up to date with everything regarding IT. Lately, he's been coding with AngularJS, NodeJS and Scala among others. Martin also contributes to Open Source with Restangular (Rest client for AngularJS), AngularWizard, Angularytics and FactoryPal among others.",24,0
"He has been a part of the Extreme Blue program and helped to develop Android/iOS applications for browsing WebSphere Portal content on tablet devices. Virginijus helps to maintain MCoC wiki, and has contributed numerous articles regarding best practices associated with mobile development using IBM Worklight. Twitter LinkedInsubscribe to Virginijus Kaminas",24,0
"He is interested in delivering cutting edge applications. Right now Kai is working with AngularJs, Test-driven development and NodeJs. Outside of the web, Kai likes music, badminton and cooking.",24,0
"Word of mouth recommendations led to growth in the number of subscribers and listings and the addition of a jobs listings section. The company was eventually registered as a private-for-profit company in 1999, and by 2000 he had given up his day job and had nine employees working in his apartment. However, Craigslist didn't start charging for selected listings until 2004. The company does not reveal many details about its finances. Consequently, reporting tends to be based on rumors and estimates.",24,0
"He works now in the domain of data security in the cloud, and in the past his work focused on developing cloud or web based development environments. Yoav holds an M.Sc. in Medical Research in the field of Neuroscience and B.Sc in Information Systems Engineering. He goes by @yoavrubin on Twitter, and occasionally blogs at http://yoavrubin.blogspot.com.",24,0
"He has twenty years experience in feature animation and video games, with focus on look development, lighting, rendering and shading. His recent projects include developing a streamlined set of layerable, physically based production shaders.",24,0
